City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
52,darhan,49.4867,105.9228,-3.32,83,16,3.62,MN,1614441512
53,takoradi,4.8845,-1.7554,83.26,74,73,9.53,GH,1614441513
54,iqaluit,63.7506,-68.5145,-22.0,63,1,3.44,CA,1614441513
55,savelugu,9.6244,-0.8253,101.41,8,22,6.08,GH,1614441513
56,khatanga,71.9667,102.5,-34.62,79,18,0.89,RU,1614441513
57,dauphin,51.1494,-100.0502,-9.4,59,90,6.91,CA,1614441513
58,bambous virieux,-20.3428,57.7575,80.6,74,75,6.91,MU,1614441514
59,nikolskoye,59.7035,30.7861,35.6,87,90,11.18,RU,1614441514
60,punta arenas,-53.15,-70.9167,68.0,45,0,12.66,CL,1614441263
61,ballina,-28.8667,153.5667,73.4,94,99,3.44,AU,1614441345
62,sao filipe,14.8961,-24.4956,72.36,63,0,15.43,CV,1614441514
63,kibakwe,-6.7167,36.3667,68.09,86,100,3.96,TZ,1614441514
64,sargatskoye,55.6101,73.4972,-20.99,86,21,8.52,RU,1614441514
65,hailey,43.5196,-114.3153,15.8,62,75,9.22,US,1614441515
66,nortelandia,-14.4547,-56.8028,84.29,72,100,4.81,BR,1614441515
67,itarema,-2.9248,-39.9167,83.32,74,100,11.39,BR,1614441515
68,prieska,-29.6641,22.7474,92.89,13,7,2.08,ZA,1614441516
69,teya,60.3778,92.6267,-14.08,84,100,6.98,RU,1614441516
70,sambava,-14.2667,50.1667,81.05,79,15,1.9,MG,1614441516
71,coronado,32.6859,-117.1831,51.8,87,1,4.61,US,1614441516
72,husavik,66.0449,-17.3389,46.4,66,75,27.63,IS,1614441516
73,ponta do sol,32.6667,-17.1,64.4,59,40,16.11,PT,1614441516
74,chernyshevskiy,63.0128,112.4714,-26.63,88,91,4.34,RU,1614441517
75,severo-kurilsk,50.6789,156.125,25.45,93,100,32.08,RU,1614441517
76,ukiah,39.1502,-123.2078,42.01,65,1,5.64,US,1614441517
77,upernavik,72.7868,-56.1549,13.24,95,100,22.88,GL,1614441517
78,mayo,38.8876,-76.5119,43.0,100,90,8.05,US,1614441517
79,tazovskiy,67.4667,78.7,-30.06,84,48,5.73,RU,1614441518
80,saint-augustin,51.226,-58.6502,22.89,92,99,20.38,CA,1614441518
81,nkpor,6.1516,6.8446,97.11,30,59,1.95,NG,1614441518
82,kodiak,57.79,-152.4072,35.6,80,90,3.44,US,1614441518
83,jega,12.2175,4.3792,99.77,8,0,7.25,NG,1614441519
84,prado,-17.3411,-39.2208,82.96,63,97,8.41,BR,1614441306
85,port alfred,-33.5906,26.891,72.0,80,96,7.0,ZA,1614441519
86,ushuaia,-54.8,-68.3,59.0,58,0,3.44,AR,1614441474
87,lakes entrance,-37.8811,147.981,57.99,94,71,3.85,AU,1614441519
88,lebu,-37.6167,-73.65,62.37,72,5,20.15,CL,1614441519
89,yagodnoye,62.55,149.6667,-26.12,83,47,0.38,RU,1614441520
90,roma,43.2128,-75.4557,39.0,75,90,5.75,US,1614441412
91,yumen,40.2833,97.2,26.46,66,100,15.9,CN,1614441520
92,la ronge,55.1001,-105.2842,-16.6,63,100,2.3,CA,1614441520
93,upata,8.0086,-62.3989,83.17,50,91,6.35,VE,1614441520
94,saint-philippe,-21.3585,55.7679,82.4,74,40,3.44,RE,1614441520
95,ano mera,37.45,25.4,60.8,55,20,13.8,GR,1614441520
96,inuvik,68.3499,-133.7218,-32.8,75,84,3.44,CA,1614441397
97,mahebourg,-20.4081,57.7,80.6,74,75,6.91,MU,1614441521
98,pilar,-9.5972,-35.9567,84.2,70,75,14.97,BR,1614441521
99,jamestown,42.097,-79.2353,39.99,95,90,12.03,US,1614441425
100,rio claro,-22.4114,-47.5614,80.6,69,75,10.36,BR,1614441521
101,castro,-24.7911,-50.0119,70.97,77,78,10.76,BR,1614441521
102,muzhi,65.3667,64.6667,-9.65,91,67,6.78,RU,1614441521
103,maureni,45.4039,21.5025,50.0,53,0,17.27,RO,1614441522
104,asau,46.4333,26.4,36.0,70,100,3.29,RO,1614441522
105,thompson,55.7435,-97.8558,-27.4,68,75,3.44,CA,1614441522
106,saint anthony,45.0205,-93.218,37.99,80,1,5.75,US,1614441522
107,kaeo,-35.1,173.7833,61.0,95,24,5.01,NZ,1614441522
108,tomatlan,19.9333,-105.25,86.86,32,29,1.99,MX,1614441522
109,puerto ayora,-0.7393,-90.3518,82.0,83,75,13.8,EC,1614441522
110,torbay,47.6666,-52.7314,24.01,68,20,13.8,CA,1614441523
111,chuy,-33.6971,-53.4616,79.47,62,30,13.06,UY,1614441523
112,ribeira grande,38.5167,-28.7,64.4,88,20,10.36,PT,1614441523
113,manzhouli,49.6,117.4333,-0.42,86,0,14.94,CN,1614441523
114,kopervik,59.2835,5.3067,43.0,100,75,3.44,NO,1614441523
115,avarua,-21.2078,-159.775,80.6,83,75,12.66,CK,1614441524
116,constitucion,-35.3333,-72.4167,70.21,51,2,14.61,CL,1614441524
117,bambanglipuro,-7.95,110.2833,77.97,85,100,4.0,ID,1614441524
118,port antonio,18.18,-76.4612,87.01,65,20,11.5,JM,1614441524
119,cape town,-33.9258,18.4232,84.2,42,0,17.27,ZA,1614441524
120,margate,51.3813,1.3862,48.99,71,0,1.01,GB,1614441289
121,rancho palos verdes,33.7445,-118.387,57.99,47,0,5.99,US,1614441525
122,new norfolk,-42.7826,147.0587,57.0,74,100,0.25,AU,1614441525
123,calama,-22.4667,-68.9333,68.0,42,0,14.97,CL,1614441525
124,mar del plata,-38.0023,-57.5575,77.0,78,0,13.8,AR,1614441248
125,tasiilaq,65.6145,-37.6368,32.0,100,75,24.16,GL,1614441526
126,east london,-33.0153,27.9116,68.0,94,90,10.36,ZA,1614441526
127,gamba,-2.65,10.0,82.87,72,0,9.64,GA,1614441526
128,benalla,-36.55,145.9833,51.01,87,0,4.23,AU,1614441526
129,ondangwa,-17.9167,15.95,85.91,36,37,8.59,NA,1614441527
130,clyde river,70.4692,-68.5914,-4.0,84,90,8.05,CA,1614441256
131,alihe,50.5667,123.7167,-0.87,86,24,4.25,CN,1614441527
132,cumaru,-8.0061,-35.6972,85.06,54,84,10.16,BR,1614441527
133,abu dhabi,24.4667,54.3667,69.8,60,0,11.5,AE,1614441527
134,vila velha,-20.3297,-40.2925,84.2,70,75,9.22,BR,1614441527
135,tuktoyaktuk,69.4541,-133.0374,-29.2,68,40,9.22,CA,1614441528
136,beira,-19.8436,34.8389,82.4,74,90,18.41,MZ,1614441528
137,chokurdakh,70.6333,147.9167,-25.53,87,83,1.7,RU,1614441528
138,port lincoln,-34.7333,135.8667,60.51,88,14,10.38,AU,1614441528
139,nouadhibou,20.931,-17.0347,65.23,63,0,19.64,MR,1614441529
140,nizhneangarsk,55.7833,109.55,-14.15,78,100,7.9,RU,1614441529
141,pustoshka,56.3355,29.369,32.32,97,100,8.9,RU,1614441529
142,ketchikan,55.3422,-131.6461,33.8,100,90,6.91,US,1614441529
143,tara,56.8944,74.371,-19.17,98,64,6.6,RU,1614441529
144,banyumas,-7.5142,109.2942,78.42,86,96,1.57,ID,1614441529
145,padang,-0.9492,100.3543,75.2,88,20,2.3,ID,1614441529
146,glenwood springs,39.5505,-107.3248,23.0,78,90,19.57,US,1614441291
147,sobolevo,54.4299,31.8996,33.37,96,100,11.14,RU,1614441530
148,lagoa,39.05,-27.9833,59.76,82,100,7.36,PT,1614441530
149,cabo san lucas,22.8909,-109.9124,62.6,55,40,1.01,MX,1614441530
150,qaanaaq,77.484,-69.3632,7.16,73,1,5.79,GL,1614441530
151,lompoc,34.6391,-120.4579,48.0,100,1,3.44,US,1614441530
152,eydhafushi,5.1033,73.0708,82.17,74,63,9.35,MV,1614441531
153,nouakchott,18.0858,-15.9785,86.0,12,0,14.97,MR,1614441531
154,havelock,34.8791,-76.9013,69.01,88,1,8.05,US,1614441531
155,malakal,9.5334,31.6605,90.25,12,100,3.02,SS,1614441532
156,erdenet,49.0333,104.0833,-6.83,90,0,2.1,MN,1614441532
157,evensk,61.95,159.2333,-6.79,63,0,10.94,RU,1614441532
158,tazmalt,36.3868,4.3989,67.03,40,0,3.67,DZ,1614441532
159,aswan,24.0934,32.907,71.89,20,0,10.76,EG,1614441532
160,nemuro,43.3236,145.575,22.26,73,40,11.48,JP,1614441532
161,kruisfontein,-34.0033,24.7314,73.0,74,72,8.01,ZA,1614441533
162,plettenberg bay,-34.0527,23.3716,70.68,76,8,17.36,ZA,1614441533
163,hami,42.8,93.45,28.4,71,97,1.7,CN,1614441533
164,saint george,37.1041,-113.5841,43.0,33,1,8.05,US,1614441533
165,bengkulu,-3.8004,102.2655,78.22,79,100,4.83,ID,1614441534
166,pleshanovo,52.8333,53.4833,32.52,97,100,9.93,RU,1614441534
167,katsuura,35.1333,140.3,39.2,52,20,10.36,JP,1614441534
168,yellowknife,62.456,-114.3525,-27.0,68,20,9.22,CA,1614441534
169,westport,41.1415,-73.3579,42.01,93,90,16.11,US,1614441534
170,portland,45.5234,-122.6762,39.99,87,75,4.79,US,1614441321
171,miami beach,25.7906,-80.1301,81.0,65,40,18.41,US,1614441514
172,touros,-5.1989,-35.4608,86.0,62,40,13.8,BR,1614441535
173,labuan,5.2767,115.2417,80.6,83,20,2.3,MY,1614441535
174,saskylakh,71.9167,114.0833,-22.88,77,95,1.05,RU,1614441535
175,codrington,-38.2667,141.9667,51.94,92,0,5.19,AU,1614441313
176,kalabo,-14.97,22.6814,78.1,66,48,3.36,ZM,1614441535
177,san quintin,30.4833,-115.95,57.49,74,99,8.12,MX,1614441535
178,tuatapere,-46.1333,167.6833,57.0,96,100,0.22,NZ,1614441535
179,sangar,63.9242,127.4739,-14.22,90,100,1.95,RU,1614441536
180,surovikino,48.6078,42.8486,36.12,90,100,12.01,RU,1614441536
181,whitehorse,60.7161,-135.0538,14.0,79,75,13.8,CA,1614441536
182,marakkanam,12.2,79.95,77.68,76,0,10.54,IN,1614441536
183,eureka,40.8021,-124.1637,45.0,84,63,5.01,US,1614441405
184,aklavik,68.2191,-135.0107,-34.6,67,40,2.3,CA,1614441537
185,belyy yar,53.6039,91.3903,3.2,51,0,8.95,RU,1614441537
186,metu,8.3,35.5833,68.86,51,94,2.42,ET,1614441537
187,altay,47.8667,88.1167,-2.49,66,63,3.94,CN,1614441538
188,kulhudhuffushi,6.6221,73.07,83.03,74,28,8.9,MV,1614441538
189,mitu,1.1983,-70.1733,82.69,79,96,4.27,CO,1614441538
190,victoria,22.2855,114.1577,64.99,86,100,1.01,HK,1614441535
191,isangel,-19.55,169.2667,73.4,100,20,9.28,VU,1614441538
192,puerto del rosario,28.5004,-13.8627,69.8,40,20,14.97,ES,1614441539
193,deputatskiy,69.3,139.9,-34.73,100,59,1.59,RU,1614441539
194,basco,20.4487,121.9702,75.38,83,82,15.48,PH,1614441539
195,narsaq,60.9167,-46.05,26.6,54,40,23.02,GL,1614441539
196,shu,43.5983,73.7614,26.06,87,97,8.12,KZ,1614441540
197,puerto leguizamo,-0.1934,-74.7819,82.47,79,92,3.6,CO,1614441540
198,villazon,-22.0866,-65.5942,61.34,40,3,5.53,BO,1614441540
199,neryungri,56.6709,124.6491,-11.52,86,100,12.71,RU,1614441540
200,kingaroy,-26.5333,151.8333,71.6,83,40,3.44,AU,1614441540
201,dikson,73.5069,80.5464,-13.23,89,100,18.79,RU,1614441541
202,amuntai,-2.4177,115.2494,74.43,95,97,2.26,ID,1614441541
203,cidreira,-30.1811,-50.2056,77.74,70,17,15.68,BR,1614441541
204,duku,11.2361,4.9073,102.96,8,0,2.26,NG,1614441541
205,saint-joseph,-21.3667,55.6167,82.4,74,40,3.44,RE,1614441541
206,bandar-e lengeh,26.5579,54.8807,71.6,60,0,6.91,IR,1614441542
207,tarata,-17.6167,-66.0167,69.8,49,75,3.44,BO,1614441542
208,kayes,14.0,-11.0,96.85,6,0,4.21,ML,1614441542
209,yerbogachen,61.2767,108.0108,-24.03,95,85,5.61,RU,1614441542
210,yulara,-25.2406,130.9889,78.8,19,0,3.44,AU,1614441542
211,hasaki,35.7333,140.8333,30.2,69,20,3.44,JP,1614441542
212,jacobina,-11.1806,-40.5183,85.17,48,98,7.18,BR,1614441543
213,batagay,67.6333,134.6333,-34.56,80,0,0.87,RU,1614441543
214,fort wellington,6.4,-57.6,82.09,68,52,12.1,GY,1614441543
215,sorland,67.667,12.6934,43.02,82,78,28.99,NO,1614441543
216,ongandjera,-17.8833,15.0667,87.98,28,31,4.32,NA,1614441544
217,tura,25.5198,90.2201,69.03,43,0,3.98,IN,1614441544
218,iberia,29.9502,-91.7507,72.0,100,90,9.22,US,1614441544
219,kushmurun,52.4503,64.6311,13.57,95,100,21.0,KZ,1614441544
220,dunedin,-45.8742,170.5036,59.0,92,94,1.99,NZ,1614441293
221,boende,-0.2167,20.8667,85.53,60,92,1.48,CD,1614441545
222,panguna,-6.3164,155.4848,69.93,100,99,3.04,PG,1614441545
223,pangnirtung,66.1451,-65.7125,-22.0,76,75,2.3,CA,1614441545
224,airai,-8.9266,125.4092,60.55,100,100,0.74,TL,1614441545
225,minbu,20.1833,94.8833,75.27,43,0,6.85,MM,1614441545
226,glendive,47.1053,-104.7125,21.2,93,90,10.36,US,1614441546
227,leningradskiy,69.3833,178.4167,-15.34,97,100,7.43,RU,1614441546
228,bilma,18.6853,12.9164,83.25,7,0,13.8,NE,1614441546
229,faanui,-16.4833,-151.75,82.17,74,52,11.01,PF,1614441546
230,magistralnyy,56.1725,107.4458,-16.08,84,98,3.83,RU,1614441546
231,male,4.1748,73.5089,84.2,79,75,5.75,MV,1614441547
232,portovelo,-3.7167,-79.6167,82.4,73,75,2.3,EC,1614441547
233,mount gambier,-37.8333,140.7667,50.0,87,2,4.61,AU,1614441547
234,shar,49.5886,81.0453,-1.52,88,79,8.81,KZ,1614441547
235,vestmannaeyjar,63.4427,-20.2734,46.4,76,40,32.21,IS,1614441547
236,iralaya,15.0,-83.2333,84.2,74,20,13.8,HN,1614441547
237,zhezkazgan,47.8043,67.7144,11.53,87,100,14.94,KZ,1614441547
238,sao joao da barra,-21.6403,-41.0511,86.0,54,75,16.11,BR,1614441548
239,buzmeyin,38.0507,58.2056,46.4,27,0,6.91,TM,1614441548
240,jalu,29.0331,21.5482,67.57,36,2,10.07,LY,1614441548
241,fortuna,40.5982,-124.1573,45.0,93,40,9.22,US,1614441549
242,shebalino,51.2917,85.6772,-6.56,80,41,4.97,RU,1614441549
243,amalapuram,16.5833,82.0167,82.4,65,40,6.91,IN,1614441549
244,mehamn,71.0357,27.8492,29.55,96,97,9.22,NO,1614441549
245,saldanha,-33.0117,17.9442,91.4,27,0,14.97,ZA,1614441549
246,san cristobal,7.7669,-72.225,75.2,100,40,6.91,VE,1614441549
247,bundaberg,-24.85,152.35,80.01,78,40,8.05,AU,1614441550
248,lingao,19.9103,109.6859,70.59,90,74,13.69,CN,1614441550
249,kirakira,-10.4544,161.9205,78.91,80,100,4.72,SB,1614441551
250,guerrero negro,27.9769,-114.0611,60.1,65,100,7.58,MX,1614441551
251,riverton,40.5219,-111.9391,30.0,68,90,6.91,US,1614441312
252,darovskoy,58.77,47.9564,1.2,96,96,5.32,RU,1614441551
253,emiliano zapata,18.8333,-99.1833,75.2,38,1,8.05,MX,1614441551
254,qeshm,26.9581,56.2719,73.4,56,0,13.8,IR,1614441551
255,norman wells,65.282,-126.8329,-36.4,74,20,2.3,CA,1614441552
256,lorengau,-2.0226,147.2712,81.93,80,23,8.01,PG,1614441552
257,progreso,21.2833,-89.6667,84.99,74,20,23.02,MX,1614441482
258,belaya gora,68.5333,146.4167,-30.48,85,96,0.87,RU,1614441552
259,grindavik,63.8424,-22.4338,44.6,76,75,33.38,IS,1614441552
260,mount isa,-20.7333,139.5,78.8,53,5,9.57,AU,1614441553
261,poltavka,54.3663,71.7632,-15.14,96,1,10.11,RU,1614441553
262,oranjemund,-28.55,16.4333,68.27,77,24,7.27,NA,1614441553
263,misratah,32.3754,15.0925,60.19,65,3,11.52,LY,1614441553
264,ilulissat,69.2167,-51.1,15.8,73,75,12.66,GL,1614441553
265,maracaju,-21.6144,-55.1683,83.71,61,28,6.89,BR,1614441554
